id,user_id,center
404,11,POINT (101.6864649999999983 3.1343190000000001)
405,11,POINT (101.6861920000000055 3.1341100000000002)
406,11,POINT (101.6535219999999953 3.1067920000000000)
407,11,POINT (101.6535539999999997 3.1070579999999999)
408,11,POINT (101.6519339999999971 3.0873800000000000)
409,11,POINT (101.6158580000000029 3.0813160000000002)
410,11,POINT (101.6157999999999930 3.0815860000000002)
411,11,POINT (101.6157510000000030 3.0815690000000000)
412,11,POINT (101.6519940000000020 3.0814889999999999)
413,11,POINT (101.6443809999999957 3.0985209999999999)
414,11,POINT (101.6518930000000012 3.1189779999999998)
415,11,POINT (101.6526549999999958 3.1189629999999999)
416,11,POINT (101.6526269999999954 3.1189849999999999)
417,11,POINT (101.6525919999999985 3.1190650000000000)
418,11,POINT (101.6524320000000046 3.1190820000000001)
419,11,POINT (101.6609459999999956 3.1294960000000001)
420,11,POINT (101.6609789999999975 3.1294580000000001)
421,11,POINT (101.6583839999999981 3.1277770000000000)
422,11,POINT (101.6403300000000058 3.0761680000000000)
423,11,POINT (101.6372240000000033 3.0831940000000002)
424,11,POINT (101.6372449999999930 3.0831629999999999)
425,11,POINT (101.6369849999999957 3.0835469999999998)
426,11,POINT (101.6408359999999931 3.0822919999999998)
427,11,POINT (101.6371910000000014 3.0828159999999998)
428,11,POINT (101.6370409999999964 3.0828060000000002)
429,11,POINT (101.6407860000000056 3.0822200000000000)
430,11,POINT (101.6312520000000035 3.0774490000000001)
431,11,POINT (101.5333779999999990 3.0888420000000001)
432,11,POINT (101.5249469999999974 3.0899139999999998)
433,11,POINT (101.5284269999999935 3.0901079999999999)
434,11,POINT (101.5295959999999980 3.0906064999999998)
435,11,POINT (101.5334890000000030 3.0895100000000002)
436,11,POINT (101.5295720000000017 3.0904650000000000)
437,11,POINT (101.5333830000000006 3.0888870000000002)
438,11,POINT (101.5329729999999984 3.0947170000000002)
439,11,POINT (101.5346569999999957 3.0903580000000002)
440,11,POINT (101.5246860000000027 3.0925189999999998)
441,11,POINT (101.5334830000000039 3.0888830000000000)
442,11,POINT (101.5112510000000015 3.0951819999999999)
443,11,POINT (101.5113340000000051 3.0949420000000001)
444,11,POINT (101.5132559999999984 3.1002809999999998)
445,11,POINT (101.5109999999999957 3.0961319999999999)
446,11,POINT (101.6252790000000061 3.0753910000000002)
447,11,POINT (101.6254519999999957 3.0752850000000000)
448,11,POINT (101.6469649999999945 3.1037669999999999)
449,11,POINT (101.6473100000000045 3.1044779999999998)
450,11,POINT (101.7130690000000044 3.1486700000000001)
451,11,POINT (101.7124919999999975 3.1494049999999998)
452,11,POINT (101.7109219999999965 3.1447690000000001)
453,11,POINT (101.6460309999999936 3.0723609999999999)
454,11,POINT (101.6489969999999943 3.0730960000000000)
455,11,POINT (101.6468650000000054 3.0764000000000000)
456,11,POINT (101.6265410000000031 3.0875010000000001)
457,11,POINT (101.7480649999999969 3.1981169999999999)
458,11,POINT (101.7509079999999955 3.2020270000000002)
459,11,POINT (101.7465870000000052 3.2018900000000001)
460,11,POINT (101.7473459999999932 3.2008480000000001)
461,11,POINT (101.7461420000000061 3.1995010000000002)
462,11,POINT (101.7466079999999948 3.2005340000000002)
463,11,POINT (101.7456940000000003 3.1997770000000001)
464,11,POINT (101.7478660000000019 3.2019899999999999)
465,11,POINT (101.7485999999999962 3.2014200000000002)
466,11,POINT (101.7476539999999972 3.2015579999999999)
467,11,POINT (101.7450520000000012 3.2101229999999998)
468,11,POINT (101.7484290000000016 3.2058540000000000)
469,11,POINT (101.7457969999999960 3.1995529999999999)
470,11,POINT (101.7465499999999992 3.2004400000000000)
471,11,POINT (101.7452969999999937 3.2002649999999999)
472,11,POINT (101.6254679999999979 3.0751210000000002)
473,11,POINT (101.6540700000000044 3.0846429999999998)
474,11,POINT (101.6543219999999934 3.0865550000000002)
475,11,POINT (101.6454159999999973 3.0982660000000002)
476,11,POINT (101.6449750000000023 3.0981809999999999)
477,11,POINT (101.6452869999999962 3.0982550000000000)
478,11,POINT (101.6243570000000034 3.0928589999999998)
479,11,POINT (101.6445489999999978 3.0988069999999999)
480,11,POINT (101.6447809999999947 3.0975809999999999)
481,11,POINT (101.6418309999999963 3.1027570000000000)
482,11,POINT (101.6254909999999967 3.0764000000000000)
483,11,POINT (101.6271069999999952 3.0760090000000000)
484,11,POINT (101.6769579999999991 3.1174409999999999)
485,11,POINT (101.6222180000000037 3.0953780000000002)
486,11,POINT (101.6285989999999941 3.0800519999999998)
487,11,POINT (101.6372240000000033 3.0825420000000001)
488,11,POINT (101.6207019999999943 3.0769220000000002)
489,11,POINT (101.6359130000000022 3.0783879999999999)
490,11,POINT (101.6360739999999936 3.0778200000000000)
491,11,POINT (101.6251769999999937 3.0871439999999999)
492,11,POINT (101.7157069999999948 3.1473399999999998)
493,11,POINT (101.6246289999999988 3.0988579999999999)
494,11,POINT (101.6269149999999968 3.0946650000000000)
495,11,POINT (101.6319179999999989 3.0805189999999998)
496,11,POINT (101.6373080000000044 3.0691320000000002)
497,11,POINT (101.6303020000000004 3.0719420000000000)
498,11,POINT (101.6446490000000011 3.0857380000000001)
499,11,POINT (101.6445939999999979 3.0861730000000001)
500,11,POINT (101.6316910000000036 3.0804790000000000)
501,11,POINT (101.6285179999999997 3.0837539999999999)
502,11,POINT (101.6355460000000051 3.0800820000000000)
503,11,POINT (101.6475250000000017 3.1049920000000002)
504,11,POINT (101.6491979999999984 3.1077650000000001)
505,11,POINT (101.6490540000000067 3.1076950000000001)
506,11,POINT (101.6469989999999939 3.1050460000000002)
507,11,POINT (101.6249080000000049 3.0995070000000000)
508,11,POINT (101.6248570000000058 3.0993050000000002)
509,11,POINT (101.6834499999999935 3.1322030000000001)
